LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
12800,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12801,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12802,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12803,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12804,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12805,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12806,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12807,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12808,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12809,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12810,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12811,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12812,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12813,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12814,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12815,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12816,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12817,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12818,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12819,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12820,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12821,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12822,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12823,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12824,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12825,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12826,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12827,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12828,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12829,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12830,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12831,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12832,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12833,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12834,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12835,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12836,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12837,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12838,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12839,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12840,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12841,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12842,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12843,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12844,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12845,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12846,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12847,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12848,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12849,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12850,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12851,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12852,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12853,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12854,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12855,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12856,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12857,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12858,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12859,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12860,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12861,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12862,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12863,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12864,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12865,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12866,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12867,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12868,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12869,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12870,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12871,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12872,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12873,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12874,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12875,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12876,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12877,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12878,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12879,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12880,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12881,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12882,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12883,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12884,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12885,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12886,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12887,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12888,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12889,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12890,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12891,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12892,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12893,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12894,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12895,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12896,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12897,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12898,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12899,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12900,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12901,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12902,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12903,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12904,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12905,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12906,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12907,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12908,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12909,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12910,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12911,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12912,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
12913,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12914,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12915,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12916,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12917,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12918,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12919,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12920,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12921,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12922,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12923,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12924,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12925,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12926,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12927,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12928,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12929,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12930,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12931,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12932,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12933,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12934,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12935,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12936,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12937,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12938,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12939,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12940,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12941,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12942,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12943,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12944,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12945,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12946,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12947,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12948,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12949,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12950,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12951,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12952,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12953,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12954,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12955,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12956,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12957,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12958,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12959,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12960,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12961,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12962,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12963,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12964,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12965,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12966,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12967,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12968,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12969,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12970,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12971,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12972,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12973,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12974,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12975,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12976,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12977,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12978,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12979,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12980,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12981,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12982,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12983,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12984,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12985,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12986,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12987,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12988,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12989,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12990,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12991,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
12992,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12993,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12994,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12995,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12996,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12997,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12998,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
12999,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13000,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13001,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13002,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13003,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13004,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13005,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13006,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13007,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13008,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13009,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13010,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13011,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13012,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13013,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13014,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13015,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13016,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13017,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13018,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13019,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13020,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13021,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13022,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13023,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13024,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13025,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13026,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13027,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13028,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13029,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13030,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13031,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13032,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13033,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13034,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13035,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13036,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13037,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13038,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13039,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13040,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13041,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13042,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13043,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13044,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13045,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13046,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13047,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13048,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13049,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13050,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13051,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13052,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13053,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13054,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13055,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13056,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13057,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13058,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13059,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13060,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13061,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13062,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13063,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13064,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13065,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13066,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13067,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13068,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13069,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13070,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13071,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13072,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13073,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13074,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13075,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13076,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13077,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13078,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13079,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13080,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13081,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13082,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13083,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13084,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13085,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13086,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13087,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13088,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13089,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13090,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13091,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13092,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13093,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13094,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13095,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13096,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13097,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13098,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13099,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13100,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13101,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13102,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13103,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13104,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
13105,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
13106,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
13107,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
